RecID,fname,lname,mname,address,city,state,zip,ssn
A963930,CHRISTOPHER,AARON,,2013 WILLIAMSBURG MANOR CT,WINSTON SALEM,NC,27103,741-75-7354
A776838,DAVIS,AAARON,SCOTT,3211 KINNAMON RD,WINSTON SALEM,NC,27104,834-59-6144
A844925,DAVIS,AARON,SCOTT,3211 KINNAMON RD,WINSTON SALEM,NC,27104,834-59-6144
A770538,DONALD,AARON,DWIGHT,6965 WEST RD,WALNUT COVE,NC,27052,131532482
A816319,AARON,DONALD,DWIGHT,6965 WEST RD,WALNUT COVE,NC,27052,131-53-2482
A882820,DONALD,AARON,DWIGHT,6965 WEST RD,WALNUT COVE,NC,27052,131-53-2482
B992622,DONALD DWIGHT AARON,6965,WEST RD,WALNUT COVE,NC,27052,11/21/13,
B856715,DOUGLAS NA AARON,3401,LOCHURST CT,PFAFFTOWN,NC,27040,2/5/72,
A869762,GREGORY,AARON,A,7514 DIVALDI ST,LEWISVILLE,NC,27023,672-52-2262
B797844,GREGORY ALFRED AARON,7514,DIVALDI ST,LEWISVILLE,NC,27023,7/15/10,
B977902,GREGORY ALFRED AARON,7514,DIVALDI ST,LEWISVILLE,NC,27023,7/15/10,
B790733,JAMES GARFIELD AARON,3335, FLORALA AVE SW  ,PALM BAY,FL,32908,2/16/58,
A819955,JEREMY,AARON,TYLER,3211 KINNAMON RD,WINSTON SALEM,NC,27104,363197202
A975276,JEREMY,AAARON,TYLER,3211 KINNAMON RD,WINSTON SALEM,NC,27104,363-19-7202
B844379,JEREMY TYLER AARON,3211,KINNAMON RD,WINSTON SALEM,NC,27104,8/14/11,
B853063,JEREMY TYLER 31524,3211,KINNAMON RD,WINSTON SALEM,NC,27104,1911814,
B800772,JULIE NA AARRON,WFU,,,WINSTON SALEM,NC,27109,11/13/82
B844796,JULIE NA AARON,WFU,,,WINSTON SALEM,NC,27109,11/13/82
B862185,JULIE NA AARON,WFU,,,WINSTON SALEM,NC,27109,11/13/82
B885638,JULIE NA AARON,5224,w westgate ave   ,visalia,ca,93277,11/13/82,
B872828,LISA LEE AARON,3237,OLD VINEYARD RD,WINSTON SALEM,NC,27103,7/21/30,
A830349,LLOYD,AARON,DEAN,2475 SPICEWOOD DR,WINSTON SALEM,NC,27106,456182098
A956296,Lloyd,Aaron,D,2475 SPICEWOOD DR,WINSTON SALEM,NC,27106,456-18-2098
A956423,LLOYD,AAARON,DEAN,2475 SPICEWOOD DR,WINSTON SALEM,NC,27106,456-18-2098
A985464,LLOYD,AARON,DEAN,2475 SPICEWOOD DR,WINSTON SALEM,NC,27106,
A780828,LORI,AARON,FRANKLIN,5010 TUTELO TRL,WINSTON SALEM,NC,27127,214-83-9125
A887611,LORI,AARON,FRANKLIN,5010 TUTELO TRL,WINSTON SALEM,NC,27127,214839125
A970774,LORI,AARON,FRANKLIN,5010 TUTELO TRL,WINSTON SALEM,NC,27127,214-83-9125
B792640,Lori Franklin Aaron,5010,TUTELO TRL,WINSTON SALEM,NC,27127,12/4/14,
A905248,MICHAEL,AARON,SCOT,1010  PALISADE CT   ,MARTINEZ,CA,94553,642194591
A950657,MICHAEL,AARON,SCOT,176 NOTTIDGE CT,CLEMMONS,NC,27012,642-19-4591
B904733,MICHAEL SCOT AARON,176,NOTTIDGE CT,CLEMMONS,NC,27012,3/1/54,
A926782,MONICA,AARON,SMITH,624 N STRATFORD RD,WINSTON SALEM,NC,27104,378-43-7367
A867783,NAOMI,AARON,AUDREY,624 N STRATFORD RD,WINSTON SALEM,NC,27104,
A921659,NAOMI,AARON,AUDREY,624 N STRATFORD RD,WINSTON SALEM,NC,27104,889-22-6597
A799281,PHYLLIS,AARON,CAROL,2558 TANTELON PL,WINSTON SALEM,NC,27127,925-88-7481
B915593,PHYLLIS CAROL AARON,2558,TANTELON PL,WINSTON SALEM,NC,27127,6/26/10,
A864729,REBA,AARON,PEDDLE,516 HEATHERTON LN,RURAL HALL,NC,27045,
A926684,ROBERT,AARON,EARL,2558 TANTELON PL,WINSTON SALEM,NC,27127,811-16-9183
B844990,ROBERT EARL AARON,2558,TANTELON PL,WINSTON SALEM,NC,27127,10/8/75,
A986935,STACY,AARON,LASONDO,1329 C E GRAY DR,WINSTON SALEM,NC,27101,404-97-4753
B939386,STACY LASONDO AARON,1329,C E GRAY DR,WINSTON SALEM,NC,27101,3/9/84,
B832851,STEPHEN MAXWELL AARON,2013,WILLIAMSBURG MANOR CT,WINSTON SALEM,NC,27103,4/17/92,
A767794,TIFFANY,AARON,,5122 BURROAK CT,WINSTON SALEM,NC,27106,937-30-2822
B882282,TIFFANY NA AARON,5122,BURROAK CT,WINSTON SALEM,NC,27106,12/22/17,
A920554,TIMOTHY,AARON,RODRECUS,3812 COUNTRY CLUB RD # A,WINSTON SALEM,NC,27104,613-87-4562
A934767,TIMOTHY,AARON,RODRECUS,3812 COUNTRY CLUB RD # A,WINSTON SALEM,NC,27104,613-87-4562
B959992,TIMOTHY RODRECUS AARON,3812,COUNTRY CLUB RD # A,WINSTON SALEM,NC,27104,8/23/81,
A934513,TRACEY,AARON,LEIGH,176 NOTTIDGE CT,CLEMMONS,NC,27012,954451341
B852994,TRACEY L AARON,176,NOTTIDGE CT,CLEMMONS,NC,27012,9/3/89,
A960838,VELMA,AARON,JACKSON,2599 SHIELDALE DR,WINSTON SALEM,NC,27107,559-64-4215
A948701,VERONICA,AARON,OLIVIA,3401 LOCHURST CT,PFAFFTOWN,NC,27040,335-39-4837
B845176,RICK PAUL AARONSON,5641,REGENTS PARK RD,KERNERSVILLE,NC,27284,5/1/11,
B973720,RICK P AARONSON,5641,REGENTS PARK RD,KERNERSVILLE,NC,27284,5/1/11,
A974515,BRYAN,ABADIE,QUINN,2334 WALKER AVE,WINSTON SALEM,NC,27103,223-53-3200
B848867,BRYAN QUINN ABADIE,2334,WALKER AVE,WINSTON SALEM,NC,27103,2/16/10,
B918359,JENNIFER FERRETTI ABADIE,308,CENTURY BLVD,KERNERSVILLE,NC,27284,1909112,
A915661,NATHEN,ABADIE,HARRY,308 CENTURY BLVD,KERNERSVILLE,NC,27284,601-85-1792
A922259,NATHEN,ABADIE,HARRY,308 CENTURY BLVD,KERNERSVILLE,NC,27284,601-85-1792
A992523,NATHEN,ABADIE,HARRY,308 CENTURY BLVD,KERNERSVILLE,NC,27284,601-85-1792
B794750,NATHEN HARRY ABADIE,308,CENTURY BLVD,KERNERSVILLE,NC,27284,9/9/89,
A750205,BRIAN,ABADIR,FAROUK,3555 SYCAMORE TRAIL LN # 302,WINSTON SALEM,NC,27103,123-31-5321
A942770,BRIAN,ABADIR,FAROUK,3555 SYCAMORE TRAIL LN # 302,WINSTON SALEM,NC,27103,123-31-5321
B815756,BRIAN FAROUK ABADIR,3555,SYCAMORE TRAIL LN # 302,WINSTON SALEM,NC,27103,1/29/05,
A814320,NENA,ABAI-IKWECHEGH,,4477 LOCHURST DR,PFAFFTOWN,NC,27040,780-11-8579
A824044,NENA,ABAI-IKWECHEGH,,4477 LOCHURST DR,PFAFFTOWN,NC,27040,780-11-8579
A935026,NENA,ABAI-IKWECHEGH,,4477 LOCHURST DR,PFAFFTOWN,NC,27040,780-11-8579
B807450,NENA NA ABAI-IKWECHEGH,4477,LOCHURST DR,PFAFFTOWN,NC,27040,2/24/93,
A793513,TERESA,ABARCA,SPAINHOUR,2609 W MOUNTAIN ST,KERNERSVILLE,NC,27284,917-10-2100
A938666,TERESA,ABARCA,SPAINHOUR,2609 W MOUNTAIN ST,KERNERSVILLE,NC,27284,917-10-2100
B789606,TERESA SPAINHOUR ABARCA,2609,W MOUNTAIN ST,KERNERSVILLE,NC,27284,,
A957249,A,Abbas,NANA,4378 bridalcreek west,winston salem,nc,27106,652-41-7731
B755349,ALMIRA NA ABBAS,4378,BRIDALCREEK WEST,WINSTON SALEM,NC,27106,6/29/67,
B768015,MYRA NA ABBAS,4378,BRIDALCREEK WEST,WINSTON SALEM,NC,27106,6/29/67,
B822625,FARIDA I ABBAS,15, FORRESTAL CIR N  ,ATLANTIC BEACH,FL,32233,10/19/86,
B783654,MOHAMMAD Y ABBASI,413,BARNES RD,WINSTON SALEM,NC,27107,9/23/25,
B906251,MOHAMMAD YOUSAF ABBASI,413,BARNES RD,WINSTON SALEM,NC,27107,9/23/25,
B942846, YOUSAF ABBASI,413,BARNES RD,WINSTON SALEM,NC,27107,1925923,
B815789,SAMEER NA ABBASI,WFU,,,WINSTON SALEM,NC,27109,2001727
B849577,SAMEER NA ABBASI,WFU,,,WINSTON SALEM,NC,27109,7/27/01
B860950,SAMEER NA ABBASI,WFU,,,WINSTON SALEM,NC,27109,2001727
B986534, EDWARD ABBEY,4640,DUFFER CT,PFAFFTOWN,NC,27040,12/26/35,
B977094,CHARLES WILLIAM ABBEY,3626,TANGLEBROOK TRL,CLEMMONS,NC,27012,5/7/98,
A910312,CLAUDIA,ABBEY,LOUISE,4640 DUFFER CT,PFAFFTOWN,NC,27040,882378155
A916418,CLAUDIA,ABBEY,LOUISE,4640 DUFFER CT,PFAFFTOWN,NC,27040,882-37-8155
A895206,NANCY,ABBEY,A,3716 WABASH BLVD,WINSTON SALEM,NC,27106,873-81-7834
B801513,NANCY ALMA ABBEY,3716,wabash blvd,winston salem,nc,27106,2016822,
B907058,NANNCY ALMA ABBEY,3716,WABASH BLVD,WINSTON SALEM,NC,27106,8/22/16,
B961796,NANCY ALMA ABBEY,3716,WABASH BLVD,WINSTON SALEM,NC,27106,2016822,
A907513,NANCY,ABBEY,,3626 TANGLEBROOK TRL,CLEMMONS,NC,27012,427-21-6437
B971472,NANCY ANN ABBEY,3626,TANGLEBROOK TRL,CLEMMONS,NC,27012,2/27/46,
A877911,SARA,ABBEY,ELIZABETH,4640 DUFFER CT,PFAFFTOWN,NC,27040,727-82-7187
A923095,SARA,ABBEY,ELIZABETH,4640 DUFFER CT,PFAFFTOWN,NC,27040,727-82-7187
B843644,SARA ELIZABETH ABBBEY,4640,DUFFER CT,PFAFFTOWN,NC,27040,19801122,
B880545,SARA E ABBEY,4640,DUFFER CT,PFAFFTOWN,NC,27040,11/22/80,
B793855, NA ABBINETT,3605,HIGH MEADOWS DR # F,WINSTON SALEM,NC,27106,9/18/13,
A939149,DEZMONDA,ABBITT,TERRIA,812 BETHABARA POINTE CIR,WINSTON SALEM,NC,27106,314-92-1994
A784620,JOESEPH,ABBITT,DEJUAN,803 BARNEY AVE,WINSTON SALEM,NC,27107,882588725
A830497,JOESEPH,ABBITT,DEJUAN,803 BARNEY AVE,WINSTON SALEM,NC,27107,882-58-8725
B868678,THURMOND WILLIAM ABBITT,4908,VOSS ST,WINSTON SALEM,NC,27105,12/17/92,
A769690,ALPHONSO,ABBOTT,CARL,4494 TISE AVE,WINSTON SALEM,NC,27105,451-10-2015
A804337,ALPHONSO,ABBOTT,,4494 TISE AVE,WINSTON SALEM,NC,27105,451-10-2015
A910395,ALPHONSO,ABBOTT,CARL,4494 TISE AVE,WINSTON SALEM,NC,27105,832-86-5400
B887738,Alphonso Carl Abbott,4494,TISE AVE,WINSTON SALEM,NC,27105,3/2/01,
B826390, R ABBOTT,925,DELMONTE DR # 20,WINSTON SALEM,NC,27106,8/6/88,
B940976,AMANDA RIDDLE ABBOTT,925,DELMONTE DR # 20,WINSTON SALEM,NC,27106,8/6/88,
B764556,ANDREW CHRISTOPHER ABBOTT,925,DELMONTE DR # 2O,WINSTON SALEM,NC,27106,9/11/15,
A881401,ANGELA,ABBOTT,M,5480 FAWN RIDGE LN,KERNERSVILLE,NC,27284,651-32-1224
A943908,ANGELA,ABBOTTT,MEREDITH,5480 FAWN RIDGE LN,KERNERSVILLE,NC,27284,651-32-1224
B918692,ANGELA MEREDITH ABBOTT,5480,FAWN RIDGE LN,KERNERSVILLE,NC,27284,,
A997296,CAMEO,ABBOTT,AUNDRIENNA,6024 GERMANTON RD,WINSTON SALEM,NC,27105,994-22-1599
A882346,CAMILLE,ABBOTT,MARIE,482 HERITAGE DR,LEWISVILLE,NC,27023,327-24-3902
B968258,Camille Marie Abbott,482,HERITAGE DR,LEWISVILLE,NC,27023,19261128,
A767115,CHARLES,ABBOTT,DAVIDSON,4010 HAVENWOOD DR,WINSTON SALEM,NC,27106,735-33-3763
B885420,CHARLES DAVIDSON ABBOTT,4010,havenwood dr,winston salem,nc,27106,8/24/72,
A789792,CHARLIE,ABBOTT,LINWOOD,4912 FALLFIELD DR,KERNERSVILLE,NC,27284,228959981
A794694,CHELSEA,ABBOTT,COVINIA,2524 MACHINE ST,WINSTON SALEM,NC,27105,982-35-2252
A808643,CHELSEA,ABBOTT,C,2524 MACHINE ST,WINSTON SALEM,NC,27105,982-35-2252
B811398,Chelsea Covinia Abbott,2524,MACHINE ST,WINSTON SALEM,NC,27105,5/19/10,
A971903,CHRISTOPHER,ABBOTT,JOSEPJ,2300 MCKINNON CT # G,CLEMMONS,NC,27012,287-81-3118
A735485,CHRISTOPHER,ABBOTT,LEE,137 COLUMBINE DR # 502,WINSTON SALEM,NC,27106,173-61-6732
B825951,CHRISTOPHER L ABBOTT,137,COLUMBINE DR # 502,WINSTON SALEM,NC,27106,6/20/97,
B975546,CHRISTOPHER LEE ABBOTT,137,COLUMBINE DR # 502,WINSTON SALEM,NC,27106,6/20/97,
A782781,CHRISTOPHER,ABBOTT,SR,2300 MCKINNON CT # G,CLEMMONS,NC,27012,184-85-8365
A972540,CHRISTOPHER,ABBOTT,SR,2300 MCKINNON CT # G,CLEMMONS,NC,27012,184-85-8365
B822873,CHRISTOPHER SR ABBOTT,2300,MCKINNON CT # G,CLEMMONS,NC,27012,7/24/13,
A901982,CONSTANCE,ABBOTT,M,2524 MACHINE ST,WINSTON SALEM,NC,27105,483-63-3725
B769852,CONSTANCE M ABBOTT,2524,MACHINE ST,WINSTON SALEM,NC,27105,12/31/19,
B819693,CONSTANCE M ABBOTT,2524,MACHINE ST,WINSTON SALEM,NC,27105,12/31/19,
B978083,CONSTANCE M ABBOTT,2524,MACHINE ST,WINSTON SALEM,NC,27105,12/31/19,
A931080,,ABBOTT,ORBILLE,2524 MACHINE ST,WINSTON SALEM,NC,27105,884-56-3081
A757911,COURTNEY,ABBOTT,ANN,200 BOGART CIR,WINSTON SALEM,NC,27104,800-94-9155
A800412,COURTNEY,ABBOTT,A,200 bogart cir,winston salem,nc,27104,800-94-9155
A756280,DOUGLAS,ABBOTT,JOHN,13  KENWOOD CV   ,GREENBRIER,AR,72058,394806349
A802653,DOUUGLAS,ABBOTT,JOHN,482 HERITAGE DR,LEWISVILLE,NC,27023,394-80-6349
A865919,DOUGLAS,ABBOTT,JOHN,482 HERITAGE DR,LEWISVILLE,NC,27023,394-80-6349
B851752,DOUGLAS JOHN ABBOTT,482,HERITAGE DR,LEWISVILLE,NC,27023,5/14/00,
B931200,DOUGLAS JOHN ABBOTT,482,HERITAGE DR,LEWISVILLE,NC,27023,5/14/00,
A974599,EBONY,ABBOTT,LASHAWN,1485 PEACE CT,WINSTON SALEM,NC,27105,386-57-8436
A987431,EBONY,ABBOTT,LASHAWN,1485 PEACE CT,WINSTON SALEM,NC,27105,386-57-8436
B893018,EBONY L ABBOTT,1485,peace ct,winston salem,nc,27105,1/24/69,
B939967,EBONY LASHAWN ABBOTT,1485,PEACE CT,WINSTON SALEM,NC,27105,1/24/69,
A851443,EDWARD,ABBOTT,ALFONSO,109 E TWENTY FOURTH ST,WINSTON SALEM,NC,27105,716-15-1208
B848530,EDWARD ALFONSO AABBOTT,109,E TWENTY FOURTH ST,WINSTON SALEM,NC,27105,6/2/77,
A750529,ELIZABETH,ABBOTT,GRACIE,922 CAROLINA AVE,WINSTON SALEM,NC,27101,939518499
A831839,ELIZABETH,ABBOTT,GRACIE,922 CAROLINA AVE,WINSTON SALEM,NC,27101,939-51-8499
A871833,,ABBOTT,GRACIE,922 CAROLINA AVE,WINSTON SALEM,NC,27101,939-51-8499
B938287,ELIZABETH  ABBOTT,922,CAROLINA AVE,WINSTON SALEM,NC,27101,10/1/11,
A750209,EMON,ABBOTT,KINARD,3805 VELINDA DR,WINSTON SALEM,NC,27106,539207159
A827462,Emon,Abbottt,Kinard,3805 VELINDA DR,WINSTON SALEM,NC,27106,539-20-7159
B897146,EMON KINARD ABBOTT,3805,VELINDA DR,WINSTON SALEM,NC,27106,7/6/69,
A739417,Eyvette,Abbott,Lachelle,5462 NORTHRIDGE DR,WINSTON SALEM,NC,27105,470-88-5725
A762973,EYVETTE,ABBOTT,LACHELLE,16524  DESERT LILY ST   ,VICTORVILLE,CA,92394,470-88-5725
A780444,EYVETTE,ABBOTT,L,5462 NORTHRIDGE DR,WINSTON SALEM,NC,27105,
A811272,,ABBOTT,WILSON,3725 WATKINS ST,WALKERTOWN,NC,27051,320-91-3860
A830524,GLENN,ABBOTT,WILSON,3725 WATKINS ST,WALKERTOWN,NC,27051,320-91-3860
A970414,Gretchen,Abbott,Webber,4155 wycliff dr,winston salem,nc,27106,676201251
B851388,GRETCHEN WEBBER ABBOTT,4155,WYCLIFF DR,WINSTON SALEM,NC,27106,3/3/02,
B798329,HOWARD DOYLE ABBOTT,145,FARMINGDALE AVE,WINSTON SALEM,NC,27107,10/9/38,
A793975,IRENE,ABBOTT,,4701 PINE HALL RD # B,WALKERTOWN,NC,27051,788-37-4866
B779716,IRENE NA ABBOTT,4701,PINE HALL RD # B,WALKERTOWN,NC,27051,11/26/67,
B933605,IRENE NA ABBOTT,4701,PINE HALL RD # B,WALKERTOWN,NC,27051,11/26/67,
A820555,JAMES,ABBOTT,WALKER,1069 S HAWTHORNE RD,WINSTON SALEM,NC,27103,879-99-8574
A871806,JAMES,ABBOTT,WILSON,4010 HAVENWOOD DR,WINSTON SALEM,NC,27106,428-50-2372
A899529,JAMES,ABBOTT,WILSON,4010 havenwood dr,winston salem,nc,27106,428-50-2372
B816513,JAMES WILSON ABBOTT,4010,HAVENWOOD DR,WINSTON SALEM,NC,27106,8/26/64,
B997337,JAMES WILSON ABBOOTT,4010,HAVENWOOD DR,WINSTON SALEM,NC,27106,8/26/64,
A896926,JEFFREY,ABBOTT,STEWART,591 NICKEL CREEK CT,KERNERSVILLE,NC,27284,754-59-3988
B839275,JEREMY BRAY ABBOTT,4046,ROBINHOOD RD,WINSTON SALEM,NC,27106,2007114,
B894402,JEREMY BRAY ABBOTT,4046,ROBINHOOD RD,WINSTON SALEM,NC,27106,,
A832300,JOHN,ABBOTT,CARL,312 SCHOLASTIC CT,WINSTON SALEM,NC,27106,158-78-8095
A940995,JONATHAN,ABBOTT,CHAFFIN,1045 HUTTON ST,WINSTON SALEM,NC,27103,298-28-8508
B965987, KERN ABBOTT,4010,HAVENWOOD DR,WINSTON SALEM,NC,27106,9/26/23,
A843412,KATHRYN,ABBOTT,WATTS,4526  LAKE PINKSTON DR   ,RICHMOND,TX,77469,344-83-5144
B840571,KATHRYN WATTS ABBOTT,1069,S HAWTHORNE RD,WINSTON SALEM,NC,27103,5/27/61,
B953904,KATHRYN WATTS ABBOTT,1069,S HAWTHORNE RD,WINSTON SALEM,NC,27103,5/27/61,
A827153,KAYY,ABBOTT,D,3430 FOREST LN,PFAFFTOWN,NC,27040,856-82-8674
B895782,KAY D ABBOTT,3430,FOREST LN,PFAFFTOWN,NC,27040,9/20/14,
B981950,KAY D ABBOTT,3430,FOREST LN,PFAFFTOWN,NC,27040,9/20/14,
B997469,KAY D ABBOTT,3430,FOREST LN,PFAFFTOWN,NC,27040,,
A896098,LATOYA,ABBOTT,DELENA,2609 NINFIELD DR,WINSTON SALEM,NC,27103,412451819
B795365,LATOYA DELENA ABBOTT,2609,NINFIELD DR,WINSTON SALEM,NC,27103,2/15/05,
B858131,LATOYA DELENA ABBOTT,2609,NINFIELD DR,WINSTON SALEM,NC,27103,2/15/05,
A792167,LAURENCE,ABBOTT,REED,1005 BROOKGREEN LN,KERNERSVILLE,NC,27284,841-13-9455
A966158,LAURENCE,ABBOTT,REED,10048  SOUTHERN PRIDE PL   ,LAKE WORTH,FL,33449,841-13-9455
B835453,Lonny R Abbott,1005,BROOKGREEN LN,KERNERSVILLE,NC,27284,9/2/99,
B893714,LEAH JUSTINE ABBOTT,482,HERITAGE DR,LEWISVILLE,NC,27023,3/15/61,
B896906,LEAH JUSTINE ABBOTT,482,HERITAGE DR,LEWISVILLE,NC,27023,3/15/61,
A900512,MARIELLE,ABBOTT,QUINONES,591 NICKEL CREEK CT,KERNERSVILLE,NC,27284,785-52-8907
B815098,MARIELLE QUINONES ABBOTT,591,NICKEL CREEK CT,KERNERSVILLE,NC,27284,11/8/90,
A889892,MARISA,ABBOTT,ALEXANDRA,981 HUTTON ST,WINSTON SALEM,NC,27101,844966212
A931297,MARISA,ABBOTT,ALEXANDRA,9191  GETTYSBURG RD   ,BOCA RATON,FL,33434,844-96-6212
B909026,MARISA ALEXANDRA ABBOTT,981,HUTTON ST,WINSTON SALEM,NC,27101,4/29/45,
B975463,MARISA ALEXANDRA ABBOTT,981,HUTTON ST,WINSTON SALEM,NC,27101,4/29/45,
A887195,ABBOTT,MARY,E,2524 MACHINE ST,WINSTON SALEM,NC,27105,198-45-9343
B951524,MARY ERVIN ABBOTT,2524,MACHINE ST,WINSTON SALEM,NC,27105,11/26/12,
A881274,MICHAEL,ABBOTT,LEE,6072 CAIN FOREST DR,WALKERTOWN,NC,27051,207-44-4192
B756711,MICHAEL LEE ABBOTT,6072,CAIN FOREST DR,WALKERTOWN,NC,27051,2/2/12,
B904278,MICHAEL LEE ABBOTT,6072,CAIN FOREST DR,WALKERTOWN,NC,27051,2/2/12,
B946607,MICHAEL LEE ABBOTT,6072,CAIN FOREST DR,WALKERTOWN,NC,27051,2/2/12,
B882397,Orson Clauzelle Abbott,1122,E CLEMMONSVILLE RD,WINSTON SALEM,NC,27107,4/20/41,
B786157,OSBORNE C ABBOTT,2524,MACHINE ST,WINSTON SALEM,NC,27105,1964725,
B838599,OSBORNE C ABBOTT,2524,MACHINE ST,WINSTON SALEM,NC,27105,7/25/64,
B972915,OSBORNE C ABBOTT,2524,MACHINE ST,WINSTON SALEM,NC,27105,7/25/64,
A880124,PATRICIA,ABBOTT,,1046 MILLER ST,WINSTON SALEM,NC,27103,684-20-4156
B902532,PATRICIA NA ABBOTT,1046,MILLER ST,WINSTON SALEM,NC,27103,5/1/24,
A957642,RICA,ABBOTT,MOONYEEN,520 POWER PLANT CIR # 102,WINSTON SALEM,NC,27101,919-30-8447
A849307,RUBY,ABBOTT,BURNETTE,5959 HOLDER RD,CLEMMONS,NC,27012,503-83-4122
A972109,RUBY,ABBOTT,BURNETTE,5959 holder rd,clemmons,nc,27012,503-83-4122
A760049,TAWANNA,ABBOTT,DEMETRESE,3950 SUGARCREEK DR # 824,WINSTON SALEM,NC,27106,729-48-5341
A922027,TAWANNA,ABBOTT,DEMETRESE,3950 sugarcreek dr # 824,winston salem,nc,27106,729485341
B872329,TAWANNA DEMETRESE ABBOTT,3950,SUGARCREEK DR # 824,WINSTON SALEM,NC,27106,2016421,
B873788,TAWANNA DEMETRESE ABBOTT,3950,SUGARCREEK DR # 824,WINSTON SALEM,NC,27106,4/21/16,
B961099,ABBOTT DEMETRESE TAWANNA,3950,SUGARCREEK DR # 824,WINSTON SALEM,NC,27106,4/21/16,
A784033,THOMAS,ABBOTT,RICHARD,3430 FOREST LN,PFAFFTOWN,NC,27040,365577701
A912806,THOMAS,ABBOTT,W,4010 HAVENWOOD DR,WINSTON SALEM,NC,27106,244631662
A981980,,ABBOTT,WENDELL,4010 HAVENWOOD DR,WINSTON SALEM,NC,27106,244-63-1662
B823456,VIVIAN RAMA ABBOTT,591,NICKEL CREEK CT,KERNERSVILLE,NC,27284,2/1/04,
B910411,IRENE MARGARET ABBOTT-DOUTHIT,551,W TWENTY FOURTH AND ONE HALF ST,WINSTON SALEM,NC,27105,5/27/86,
B937215, MARGARET ABBOTT-DOUTHIT,551,W TWENTY FOURTH AND ONE HALF ST,WINSTON SALEM,NC,27105,5/27/86,
B753934,HAZEL  ABBOTT-POPE,4535,CHANTILLY LN,WINSTON SALEM,NC,27106,,
A823358,FLORIDA,ABBOTT-SMITH,,2285 MEMORY LN,GERMANTON,NC,27019,174-76-3900
A826057,ASHLEY,ABBRUZZESE,MARIE,123 MCMICHAEL CT,CLEMMONS,NC,27012,370143786
A963357,ASHLEY,ABBRUZZESE,M,123 MCMICHAEL CT,CLEMMONS,NC,27012,370-14-3786
B851946,ASHLEY MARIE ABBRUZZESE,123,MCMICHAEL CT,CLEMMONS,NC,27012,10/17/82,
B903959,ASHLEY M ABBRUZZESE,123,MCMICHAEL CT,CLEMMONS,NC,27012,10/17/82,
A750514,DAVID,ABBRUZZESE,ALLEN,123 MCMICHAEL CT,CLEMMONS,NC,27012,522-94-2644
A812345,DAVID,ABBRUZZESE,ALLEN,123 MCMICHAEL CT,CLEMMONS,NC,27012,
B837795,DAVID ALLEN ABBRUZZESE,123,MCMICHAEL CT,CLEMMONS,NC,27012,8/2/43,
A866755,VALERIE,ABBRUZZESE,GABRIELA,WFU,WINSTON SALEM,NC,27109,829-60-7026
